diseases
28
91
29
42
54
78
56
88
20
87
15
24
81
76
84
81
89
42
3
51
40
37
43
51
72
98
50
85
56
23
97
44
99
85
27
31
10
9
50
87
67
27
77
58
29
68
4
81
60
35
85
68
16
7
57
13
46
21
26
58
52
38
5
44
70
30
59
52
13
55
93
7
96
75
22
76
71
62
49
77
72
99
82
36
69
18
35
87
23
65
48
45
24
67
57
8
1
62
63
43
14
44
82
77
41
74
14
81
83
58
1
58
49
25
36
74
88
23
17
17
18
16
55
2
95
27
79
58
71
95
24
95
78
21
75
65
29
73
31
36
5
45
74
17
93
86
9
62
11
1
63
15
41
96
3
1
27
44
84
99
2
97
78
74
7
72
42
17
72
36
63
8
61
55
4
82
47
36
40
97
81
99
68
49
18
80
74
88
53
21
38
51
44
60
73
89
5
67
29
84
70
39
56
13
61
63
31
53
72
91
5
65
85
20
90
52
7
43
98
26
88
3
79
19
59
25
9
50
38
26
64
58
25
25
57
76
77
68
90
99
44
30
53
87
18
32
19
98
49
17
43
40
86
7
42
30
17
80
25
54
18
48
65
55
74
55
38
82
18
76
75
16
50
48
4
60
63
5
85
90
24
43
85
17
18
59
98
66
56
12
0
11
89
91
7
97
74
17
67
28
27
4
27
80
72
1
40
36
23
29
65
95
17
43
49
55
68
20
74
27
7
22
83
39
80
58
40
36
68
66
41
49
64
13
90
38
12
65
22
2
29
47
36
47
6
75
15
17
23
34
59
51
17
9
11
99
94
53
44
74
28
25
31
62
76
86
39
6
51
48
92
97
29
22
35
92
61
20
56
63
27
25
57
15
49
56
60
48
32
62
67
41
2
20
22
94
78
22
69
14
94
25
61
20
88
6
37
18
8
60
86
75
9
36
10
25
63
26
78
3
26
38
99
89
33
13
61
3
1
57
37
44
22
14
64
72
88
1
89
90
58
75
25
11
39
67
29
67
83
42
33
52
22
94
45
35
66
8
61
1
71
27
15
41
95
27
31
19
40
5
34
33
66
25
6
70
4
96
66
19
79
99
7
16
35
97
89
40
18
83
9
82
30
40
16
65
78
77
29
35
82
4
78
96
54
44
14
25
2
14
18
3
79
6
14
1
8
73
46
88
27
51
8
46
97
99
63
54
75
58
60
30
42
81
37
57
58
96
68
49
86
78
35
1
7
78
0
54
44
86
9
52
63
38
43
60
26
99
22
64
88
38
44
28
19
94
8
43
14
11
36
83
34
81
66
28
2
98
77
74
80
53
84
80
40
29
58
75
67
31
78
21
13
67
42
45
8
20
20
9
11
90
5
78
72
77
59
91
13
34
99
13
15
29
67
69
43
61
37
95
1
10
4
37
64
53
49
13
78
85
83
41
52
1
3
38
98
41
68
70
2
6
60
97
70
47
8
76
47
75
87
31
98
35
87
17
56
91
91
89
52
26
29
97
3
12
48
44
44
75
47
21
22
37
44
95
41
11
27
53
56
57
27
22
51
23
63
16
61
36
59
10
13
4
29
26
78
75
56
99
47
40
18
58
48
43
98
9
35
55
88
10
74
80
30
75
56
29
26
37
0
79
54
9
45
87
59
65
9
80
76
90
44
85
5
96
45
99
22
71
33
75
63
16
41
39
54
2
13
76
23
68
88
64
59
74
75
94
92
58
53
51
91
77
89
25
74
21
37
26
87
33
64
97
35
40
28
29
66
35
22
95
87
3
58
36
18
2
97
2
48
18
11
41
67
3
95
73
15
39
43
68
14
43
20
77
36
8
31
67
20
65
21
66
96
26
79
17
29
13
83
16
72
90
29
90
99
8
40
81
72
76
39
81
12
63
13
96
14
46
9
49
15
44
16
44
5
74
49
8
0
78
43
16
5
92
77
49
13
42
50
81
81
14
91
0
88
67
33
14
86
13
15
75
14
67
45
95
26
41
41
61
37
67
65
49
42
96
9
22
16
99
61
28
84
90
42
4
23
7
44
52
88
86
82
53
62
61
46
15
80
70
46
16
6
7
81
31
53
95
61
3
62
73
17
98
12
81
87
31
75
68
87
75
92
35
39
71
17
77
64
31
13
15
53
7
90
84
17
91
39
20
4
42
23
66
83
89
18
80
2
28
1
53
90
98
68
4
38
63
5
78
92
49
59
41
39
54
43
87
52
93
26
89
56
14
23
95
88
83
69
27
21
45
72
91
31
37
61
17
99
58
17
60
16
66
30
22
22
67
98
98
70
35
54
86
54
33
73
67
88
57
75
19
85
42
22
77
15
19
4
22
9
38
73
70
81
86
99
43
48
23
67
57
76
55
58
75
40
30
67
1
11
86
93
81
25
2
24
29
80
15
54
7
15
23
7
6
40
35
0
27
18
9
42
11
70
7
46
52
15
37
57
9
14
29
88
28
21
10
43
10
81
91
43
86
42
97
22
63
88
75
19
49
88
77
75
31
90
73
89
61
14
2
62
63
31
35
44
66
0
73
75
9
21
34
92
62
34
58
64
72
76
35
91
11
64
48
7
11
34
5
76
96
24
33
93
71
18
7
45
27
72
53
80
77
20
96
10
14
84
66
49
6
62
88
99
23
32
86
67
85
11
11
24
31
87
55
5
41
45
36
8
1
35
13
61
37
56
75
55
66
38
73
70
48
1
81
0
78
48
33
97
62
73
82
98
53
36
44
61
10
65
70
90
59
27
51
54
57
19
61
58
1
79
61
15
45
60
78
63
18
7
34
61
93
3
92
73
63
97
54
88
66
60
45
73
32
83
76
5
7
8
31
70
35
73
1
20
99
19
92
35
69
58
86
7
59
51
26
72
24
96
52
32
0
54
9
13
13
68
22
99
26
39
11
63
49
71
46
34
4
1
4
46
65
6
75
42
24
37
2
23
37
63
37
67
35
35
70
64
50
83
75
76
26
3
7
99
6
9
72
2
80
37
14
28
45
56
25
12
43
49
58
82
82
93
82
11
64
38
2
20
75
99
63
74
67
61
68
1
44
73
26
35
19
35
63
9
68
39
34
37
39
67
38
23
63
94
91
26
9
92
90
45
10
12
15
72
16
76
35
97
46
61
70
17
85
81
41
13
84
86
53
96
44
12
93
59
71
15
73
8
17
53
64
62
17
25
62
75
13
13
54
10
28
48
15
6
91
86
6
4
8
99
36
5
51
91
93
0
65
83
99
67
44
44
30
28
43
51
57
74
92
63
70
95
2
23
58
9
74
59
53
99
38
61
9
85
70
40
73
17
71
41
71
39
95
76
21
5
5
71
7
27
35
36
90
34
44
87
43
49
90
17
90
56
16
49
51
3
63
68
75
42
25
9
49
44
61
79
38
75
27
75
22
10
65
43
21
93
0
9
78
66
3
39
54
53
36
47
86
85
62
46
89
65
19
11
42
28
17
59
46
91
17
72
37
12
5
90
33
52
31
64
55
67
37
97
92
21
69
89
31
55
12
21
64
25
53
86
70
18
55
12
97
40
61
36
88
93
99
28
88
38
27
54
17
69
48
39
66
50
6
4
45
58
54
80
71
1
58
84
28
51
63
70
25
49
77
6
94
34
87
85
18
74
19
16
17
70
88
93
45
21
41
2
71
79
36
35
14
93
26
42
76
30
75
53
89
57
50
53
24
23
99
92
82
89
57
37
47
48
1
66
57
72
13
91
32
21
72
91
55
26
16
39
17
25
73
67
57
97
34
64
96
30
89
81
99
31
29
8
9
1
41
44
28
23
95
70
31
75
46
18
9
6
31
24
15
8
50
35
97
12
7
63
23
71
23
35
43
34
63
29
84
37
51
11
41
12
76
56
12
61
28
52
12
31
58
73
71
22
26
26
4
14
88
74
83
86
66
49
98
22
38
90
39
27
60
6
20
27
20
53
79
66
8
7
17
63
99
61
61
6
49
36
27
9
91
69
44
58
77
23
88
59
5
88
70
78
47
50
99
46
56
52
60
90
63
81
60
12
29
72
77
37
38
17
31
15
81
1
94
95
92
50
73
24
68
16
78
41
87
90
83
33
28
37
15
9
62
76
70
73
31
54
59
8
92
65
86
75
23
26
2
23
72
1
17
90
94
58
87
48
11
59
22
21
22
7
43
19
77
47
57
67
16
97
17
47
11
75
99
97
11
87
91
48
58
77
90
9
23
19
13
99
51
48
39
65
11
13
12
22
1
44
38
87
58
43
94
9
96
55
52
41
43
80
87
13
11
78
43
35
19
19
42
24
72
80
4
18
30
20
36
50
89
97
25
69
78
14
1
48
68
18
84
82
30
32
97
20
59
47
31
98
75
56
61
59
1
96
31
72
64
39
25
73
67
72
81
11
46
94
95
47
48
72
17
76
31
32
85
98
29
31
60
26
46
52
71
19
90
90
52
98
38
1
30
11
40
19
99
58
16
71
26
13
25
17
18
62
73
19
71
35
49
59
67
63
90
7
30
28
87
1
59
5
4
99
44
28
22
62
77
99
18
97
55
44
37
63
31
8
48
15
78
5
12
42
65
24
44
43
74
5
56
3
40
42
92
3
21
23
55
88
96
99
59
80
23
32
19
33
43
85
11
90
46
86
31
17
3
60
81
35
69
73
67
40
81
11
38
91
78
15
51
19
49
38
82
1
73
31
17
88
13
75
73
98
6
67
42
79
82
63
11
81
66
2
59
0
29
26
11
45
31
14
22
55
17
32
94
48
79
2
27
75
90
39
77
70
15
29
11
98
88
52
11
38
90
88
66
67
73
63
2
71
27
84
40
16
50
31
69
83
48
91
32
18
66
65
5
83
94
14
54
74
30
84
17
2
95
50
86
27
71
87
88
20
56
69
31
62
23
64
39
9
2
5
25
99
90
21
57
50
84
85
2
67
0
15
3
31
97
29
40
50
17
44
65
60
4
8
16
91
75
63
70
96
83
97
56
54
15
88
81
60
99
84
90
36
57
77
24
37
1
87
87
6
15
88
43
48
65
81
35
90
92
37
89
69
89
75
58
91
81
82
75
25
24
53
99
49
65
94
52
55
6
2
37
2
87
80
73
40
41
54
4
92
53
51
33
69
92
65
49
88
39
45
50
47
33
89
94
91
70
31
78
84
59
89
86
73
13
57
13
51
86
17
62
27
22
81
29
97
68
40
13
72
13
59
97
5
59
81
38
14
25
75
82
1
61
43
82
61
87
53
30
41
32
80
48
63
0
1
66
49
59
40
47
2
8
37
5
91
81
11
91
11
5
78
57
68
76
11
60
51
82
63
96
23
6
40
41
19
56
67
4
87
21
39
36
4
47
82
77
12
73
25
87
73
14
86
46
10
0
90
63
92
0
53
77
38
70
77
56
99
44
89
23
44
15
38
99
98
91
66
92
96
2
34
67
43
14
7
53
1
72
22
12
31
92
17
33
69
31
73
97
56
72
43
48
83
83
47
41
29
41
89
30
43
22
11
37
28
97
67
88
15
24
17
21
56
95
90
78
76
2
69
86
92
80
44
15
80
80
83
0
27
23
58
24
68
66
74
90
29
9
27
88
3
61
58
39
18
52
86
39
52
28
37
29
35
6
31
1
75
45
90
95
41
36
23
74
58
15
4
65
23
43
51
49
91
4
3
86
24
27
73
94
57
37
79
44
43
37
65
5
40
0
98
99
66
84
71
87
66
42
16
76
65
83
41
95
34
59
66
59
58
92
15
92
84
58
53
56
2
23
65
13
71
83
6
65
20
0
58
47
16
58
35
96
38
12
57
47
63
69
76
40
65
60
41
82
75
88
84
58
60
43
30
68
50
56
71
1
17
5
31
62
63
61
50
0
42
56
4
60
45
73
90
45
40
65
57
65
2
43
60
26
54
0
5
50
42
68
59
12
14
5
35
67
59
58
75
19
96
48
22
74
82
87
87
96
59
2
88
97
29
60
64
35
36
80
29
64
72
66
59
79
83
61
58
3
57
25
39
89
29
12
98
38
94
63
20
53
97
82
88
67
13
59
53
80
13
7
25
40
58
52
39
18
1
17
85
91
21
83
13
61
75
73
60
16
75
42
67
0
12
21
6
15
11
90
35
47
73
98
18
21
15
58
34
79
84
34
0
79
17
17
18
15
36
45
94
48
96
46
66
84
69
13
34
25
48
89
10
55
31
70
27
78
70
14
92
25
84
31
95
17
91
70
37
92
87
53
53
31
98
98
67
59
23
30
0
55
11
22
21
21
9
64
89
5
89
12
59
40
62
1
10
7
54
82
60
13
20
30
71
49
23
75
28
42
86
80
38
55
8
95
55
59
13
89
22
40
61
33
44
67
1
49
54
43
30
90
9
88
72
43
54
73
78
29
61
13
29
65
41
98
75
17
80
22
75
3
5
58
38
55
5
60
53
41
20
80
79
29
